Symbol,company,한국표준산업분류11차(대분류),한국표준산업분류11차(중분류),한국표준산업분류11차(소분류),한국표준산업분류11차(세분류),한국표준산업분류11차(세세분류)
A065060,지엔코,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,기타 봉제의복 제조업,"근무복, 작업복 및 유사의복 제조업"
A192390,윈하이텍,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,육상 금속 골조 구조재 제조업
A010280,쌍용정보통신,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터시스템 통합 자문, 구축 및 관리업",컴퓨터시스템 통합 자문 및 구축 서비스업
A415380,스튜디오삼익,도매 및 소매업,소매업; 자동차 제외,기타 생활용품 소매업,가구 소매업,가구 소매업
A372800,아이티아이즈,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업
A143540,영우디에스피,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업
A076080,웰크론한텍,건설업,종합 건설업,건물 건설업,건물 건설업,건물 건설업
A032750,삼진,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업
A187220,디티앤씨,"전문, 과학 및 기술 서비스업","건축기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,기타 과학기술 서비스업,기타 과학기술 서비스업
A053950,경남제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,의약품 제조업,의약품 제조업
A429270,시지트로닉스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",기타 반도체소자 제조업
A199730,바이오인프라,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,자연과학 연구개발업,의학 및 약학 연구개발업
A045520,크린앤사이언스,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,일반 목적용 기계 제조업,일반 목적용 기계 제조업
A286750,나노브릭,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업
A036000,예림당,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",서적 출판업,일반 서적 출판업
A089150,케이씨티,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터시스템 통합 자문, 구축 및 관리업",컴퓨터시스템 통합 자문 및 구축 서비스업
A312610,에이에프더블류,제조업,전기장비 제조업,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,운송장비용 이차전지 제조업
A340440,세림B&G,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,플라스틱제품 제조업,플라스틱제품 제조업
A006200,한국전자홀딩스,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부
A131090,시큐브,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업
A035620,바른손이앤에이,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업"
A187270,신화콘텍,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,전기 공급 및 제어장치 제조업
A353190,휴럼,제조업,식료품 제조업,기타 식품 제조업,기타 식품 제조업,기타 식품 제조업
A005030,부산주공,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업
A221840,하이즈항공,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업","항공기, 우주선 및 부품 제조업","항공기, 우주선 및 부품 제조업"
A036480,대성미생물,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,동물용 의약품 제조업,동물용 의약품 제조업
A072950,빛샘전자,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,전자부품 제조업,전자부품 제조업
A011090,에넥스,제조업,가구 제조업,가구 제조업,목재가구 제조업,주방용 및 음식점용 목재가구 제조업
A289010,아이스크림에듀,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",기타 인쇄물 출판업,기타 인쇄물 출판업
A002290,삼일기업공사,건설업,종합 건설업,건물 건설업,건물 건설업,건물 건설업
A117670,알파홀딩스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,전자집적회로 제조업
A054300,팬스타엔터프라이즈,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 트럭, 승강기 및 물품취급장비 제조업",기타 물품 취급장비 제조업
A267790,배럴,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,기타 봉제의복 제조업,기타 봉제의복 제조업
